custAge,profession,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,id,predict_SVM,predict_randomForest,predict_logistic,Final
50,2,1,6,0,1,0,0,7,1,1,999,0,1,-0.1,93.2,-42,4.191,5195.8,999,0,20918,0,0,0,0
27.30706382,7,2,3,0,1,0,0,4,2,1,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,999,0,20919,0,0,0,0
40.55721143,9,1,5,0,1,0,0,1,4,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,999,0,20920,0,0,0,0
29,0,2,6,0,0,0,1,4,1,10,999,0,1,1.4,94.465,-41.8,4.961,5228.1,999,0,20921,0,0,0,0
34.74628228,4,2,2,0,1,0,1,6,2,1,999,0,1,1.1,93.994,-36.4,4.86,5191,999,0,20922,0,0,0,0
39,1,1,2,0,1,0,0,0,1,2,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,999,0,20923,0,0,0,0
38,1,1,1,0,1,1,0,7,0,2,999,0,1,-0.1,93.2,-42,4.021,5195.8,999,0,20924,0,0,0,0
45,1,1,0,0,1,0,0,1,4,5,999,0,1,1.4,93.444,-36.1,4.967,5228.1,999,0,20925,0,0,0,0
72,5,1,0,0,0,0,0,3,4,1,999,0,1,-1.7,94.215,-40.3,0.881,4991.6,999,0,20926,0,1,0,0
33,1,2,2,0,1,0,0,7,4,1,999,0,1,-0.1,93.2,-42,4.12,5195.8,999,0,20927,0,0,0,0
45,1,1,2,0,1,0,0,0,0,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,999,0,20928,0,0,0,0
49,1,1,2,0,1,0,1,6,0,27,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,20929,0,0,0,0
27,0,2,6,0,1,0,1,6,3,1,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,20930,0,0,0,0
49,1,1,0,0,0,0,1,4,2,1,999,0,1,1.4,94.465,-41.8,4.959,5228.1,999,0,20931,0,0,0,0
35,1,1,1,0,0,0,1,6,3,2,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,20932,0,0,0,0
49.24087125,4,0,6,0,0,0,1,6,1,1,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,20933,0,0,0,0
38,1,2,3,0,1,0,0,9,4,1,6,3,2,-1.1,94.199,-37.5,0.879,4963.6,0.2,6,20934,1,1,1,1
38,1,1,0,0,0,0,0,6,2,1,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,999,0,20935,0,0,0,0
30.46006214,7,2,3,0,0,0,0,3,1,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,999,0,20936,0,0,0,0
57,0,1,0,0,1,0,0,3,3,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,20937,0,0,0,0
41,0,1,3,0,0,0,1,6,4,2,999,0,1,1.1,93.994,-36.4,4.859,5191,999,0,20938,0,0,0,0
28,1,1,0,0,0,0,0,3,2,2,999,0,1,1.4,93.918,-42.7,4.968,5228.1,999,0,20939,0,0,0,0
31,4,1,6,0,0,0,0,6,0,1,999,1,0,-1.8,92.893,-46.2,1.313,5099.1,999,1,20940,0,0,0,0
51,5,0,5,0,1,0,0,3,1,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,20941,0,0,0,0
41.82799705,1,1,0,0,0,0,0,0,1,2,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,999,0,20942,0,0,0,0
62,6,1,6,0,1,0,0,9,0,1,999,0,1,-3.4,92.379,-29.8,0.741,5017.5,999,0,20943,1,0,0,0
35,1,0,2,0,0,0,1,4,2,2,999,0,1,1.4,94.465,-41.8,4.866,5228.1,999,0,20944,0,0,0,0
38.88727271,1,1,1,0,0,0,0,6,1,1,999,0,1,-1.8,92.893,-46.2,1.299,5099.1,999,0,20945,0,0,0,0
33,0,2,6,0,1,1,0,1,3,3,999,0,1,1.4,93.444,-36.1,4.963,5228.1,999,0,20946,0,0,0,0
31,6,1,6,0,1,1,1,4,1,1,999,0,1,1.4,94.465,-41.8,4.865,5228.1,999,0,20947,0,0,0,0
49,10,1,1,0,0,0,0,0,1,5,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,999,3,20948,0,0,0,0
42.9426215,6,1,6,0,0,0,0,3,3,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,20949,0,0,0,0
32,1,1,0,0,1,0,1,6,0,1,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,20950,0,0,0,0
40.5308054,0,1,6,0,1,0,0,1,2,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,999,0,20951,0,0,0,0
28,7,1,3,0,0,0,1,4,3,6,999,0,1,1.4,94.465,-41.8,4.864,5228.1,999,0,20952,0,0,0,0
35.36875,9,2,5,0,1,0,0,1,2,1,999,0,1,-2.9,92.201,-31.4,0.851,5076.2,999,0,20953,0,1,0,0
40.56454246,9,1,5,0,1,0,0,1,2,2,999,0,1,1.4,93.444,-36.1,4.963,5228.1,999,0,20954,0,0,0,0
54.7542571,5,0,0,0,1,0,0,3,3,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,20955,0,0,0,0
40.55721143,9,1,5,0,1,0,0,1,4,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,999,0,20956,0,0,0,0
43,10,1,5,0,0,0,1,6,2,1,999,0,1,1.1,93.994,-36.4,4.86,5191,999,0,20957,0,0,0,0
37.78014967,0,1,6,0,0,0,0,1,0,3,999,0,1,1.4,93.444,-36.1,4.963,5228.1,999,0,20958,0,0,0,0
38,7,1,3,0,1,0,0,6,2,7,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,999,0,20959,0,0,0,0
41.27648634,1,1,1,0,1,0,1,6,1,2,999,0,1,1.1,93.994,-36.4,4.858,5191,999,0,20960,0,0,0,0
38.76125781,1,1,2,0,1,0,1,4,0,3,999,0,1,1.4,94.465,-41.8,4.967,5228.1,999,0,20961,0,0,0,0
56,2,1,0,0,1,0,1,6,1,1,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,20962,0,0,0,0
27,7,1,3,0,0,1,0,6,3,4,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,999,0,20963,0,0,0,0
58,1,1,2,0,1,0,1,6,1,2,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,20964,0,0,0,0
38.62553931,6,0,6,0,0,0,0,3,2,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,999,0,20965,0,0,0,0
52,1,1,2,0,0,0,1,4,1,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,999,0,20966,0,0,0,0
65,5,1,3,0,1,1,0,8,0,2,12,1,2,-1.1,94.601,-49.5,1.029,4963.6,0.4,1,20967,1,1,1,1
43.09578991,4,1,6,0,0,0,1,6,2,1,999,0,1,1.1,93.994,-36.4,4.86,5191,999,0,20968,0,0,0,0
29,6,2,6,0,1,0,0,3,1,7,999,0,1,1.4,93.918,-42.7,4.96,5228.1,999,0,20969,0,0,0,0
51,7,2,1,0,1,0,0,3,0,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,20970,0,0,0,0
51,0,1,6,0,1,0,0,1,2,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,999,0,20971,0,0,0,0
31,7,1,3,0,0,0,0,6,4,1,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,999,0,20972,0,0,0,0
42,6,1,6,0,1,0,0,1,0,3,999,0,1,1.4,93.444,-36.1,4.966,5228.1,999,0,20973,0,0,0,0
35,0,1,5,0,1,0,0,3,4,3,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,20974,0,0,0,0
40,9,2,3,0,1,0,0,1,3,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,999,0,20975,0,0,0,0
45,0,0,2,0,0,0,1,6,0,2,999,0,1,1.1,93.994,-36.4,4.855,5191,999,0,20976,0,0,0,0
58,5,1,0,0,0,0,0,3,3,1,999,0,1,1.4,93.918,-42.7,4.961,5228.1,999,0,20977,0,0,0,0
54,3,0,0,0,1,0,0,3,3,2,999,0,1,1.4,93.918,-42.7,4.961,5228.1,999,0,20978,0,0,0,0
52,0,1,6,0,1,0,0,1,3,3,999,0,1,1.4,93.444,-36.1,4.963,5228.1,999,0,20979,0,0,0,0
37,1,2,2,0,0,0,0,3,2,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,20980,0,0,0,0
37,0,1,6,0,1,0,1,7,4,1,6,1,2,-0.1,93.2,-42,4.286,5195.8,0.2,3,20981,0,0,0,0
41,9,1,5,0,1,1,0,0,1,3,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,999,0,20982,0,0,0,0
74,5,1,5,0,0,0,0,6,0,4,999,3,0,-1.8,93.876,-40,0.699,5008.7,999,3,20983,0,0,0,0
32,9,2,5,0,1,0,0,3,3,1,999,0,1,1.4,93.918,-42.7,4.961,5228.1,999,0,20984,0,0,0,0
35,7,1,6,0,1,0,0,1,2,1,999,0,1,1.4,93.444,-36.1,4.962,5228.1,999,0,20985,0,0,0,0
30,0,2,3,0,0,0,0,1,0,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,999,0,20986,0,0,0,0
49.28333333,4,1,1,0,1,1,0,7,0,6,999,1,0,-0.1,93.2,-42,4.021,5195.8,999,3,20987,0,0,0,0
39.31524654,9,1,5,0,1,0,0,1,2,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,999,0,20988,0,0,0,0
58,0,1,3,0,1,1,0,3,2,2,999,0,1,-1.7,94.215,-40.3,0.81,4991.6,999,0,20989,0,1,0,0
45.93675223,9,0,5,0,1,0,0,3,3,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,20990,0,0,0,0
25,8,2,2,0,0,1,0,6,4,1,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,999,0,20991,0,0,0,0
61,4,1,6,0,1,0,0,8,0,2,999,1,0,-3.4,92.431,-26.9,0.73,5017.5,999,0,20992,1,0,0,0
43.8779127,0,1,6,0,1,1,0,7,1,1,999,0,1,-0.1,93.2,-42,4.191,5195.8,999,0,20993,0,0,0,0
43,7,1,2,0,0,0,1,6,3,1,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,20994,0,0,0,0
33.27963868,9,2,6,0,1,0,0,1,3,2,999,0,1,1.4,93.444,-36.1,4.968,5228.1,999,0,20995,0,0,0,0
28,8,2,6,0,1,0,1,6,4,3,999,0,1,1.1,93.994,-36.4,4.858,5191,999,0,20996,0,0,0,0
36,0,1,6,0,0,0,0,6,0,1,999,1,0,-1.8,92.893,-46.2,1.25,5099.1,999,2,20997,0,0,0,0
33,1,2,0,0,0,1,0,3,1,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,20998,0,0,0,0
26,8,2,2,0,0,0,1,1,4,1,999,0,1,-2.9,92.201,-31.4,0.879,5076.2,999,0,20999,0,0,0,0
30,2,1,5,0,1,0,1,4,3,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,999,0,21000,0,0,0,0
41,0,1,3,0,1,1,1,6,2,2,999,0,1,1.1,93.994,-36.4,4.855,5191,999,0,21001,0,0,0,0
37,4,2,6,0,0,0,0,0,1,1,999,1,0,-1.8,93.749,-34.6,0.642,5008.7,999,1,21002,0,0,0,0
29,9,2,3,0,0,0,1,4,4,3,999,0,1,1.4,94.465,-41.8,4.962,5228.1,999,0,21003,0,0,0,0
36,9,1,1,0,1,0,0,6,0,1,999,1,0,-1.8,92.893,-46.2,1.313,5099.1,999,4,21004,0,0,0,0
40,9,1,5,0,1,0,0,7,3,1,999,0,1,-0.1,93.2,-42,4.153,5195.8,999,0,21005,0,0,0,0
40,3,0,2,0,0,0,1,6,3,1,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,21006,0,0,0,0
30,9,2,5,0,0,0,1,1,1,1,999,0,1,-1.7,94.027,-38.3,0.904,4991.6,999,0,21007,0,0,1,0
49.45562742,1,1,0,0,0,0,0,1,3,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,999,0,21008,0,0,0,0
36,9,2,6,0,1,0,0,1,3,2,999,0,1,1.4,93.444,-36.1,4.963,5228.1,999,0,21009,0,0,0,0
45.47402074,0,1,0,0,1,0,0,7,3,4,999,0,1,-0.1,93.2,-42,4.153,5195.8,999,0,21010,0,0,0,0
42,9,1,6,0,1,0,1,4,1,4,999,0,1,1.4,94.465,-41.8,4.865,5228.1,999,0,21011,0,0,0,0
49.78325313,2,1,6,0,0,0,0,0,2,1,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,999,0,21012,0,0,0,0
38,9,1,5,0,0,0,1,4,4,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,999,0,21013,0,0,0,0
31,0,0,6,0,1,0,0,7,3,1,999,0,1,-0.1,93.2,-42,4.153,5195.8,999,0,21014,0,0,0,0
33,0,1,3,0,0,0,0,3,4,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,21015,0,0,0,0
30,1,2,5,0,0,0,0,1,4,1,9,1,2,-1.7,94.027,-38.3,0.9,4991.6,0.3,3,21016,1,1,1,1
44.32296636,1,1,0,0,1,0,0,3,2,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,21017,0,0,0,0
49,0,1,3,0,1,0,0,1,4,2,999,0,1,-2.9,92.201,-31.4,0.879,5076.2,999,0,21018,0,0,0,0
39,1,1,0,0,1,0,1,6,4,4,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,21019,0,0,0,0
37,0,1,3,0,1,0,0,6,0,1,999,0,1,-1.8,92.893,-46.2,1.313,5099.1,999,0,21020,0,0,0,0
54,7,1,3,0,0,0,0,0,0,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,999,0,21021,0,0,0,0
33.98938175,9,2,5,0,0,1,1,3,4,3,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,21022,0,0,0,0
41,1,2,2,0,0,1,1,6,1,1,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,21023,0,0,0,0
54,10,1,6,0,0,0,1,3,2,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,21024,0,0,0,0
30,1,1,2,0,1,0,1,6,2,1,999,0,1,1.1,93.994,-36.4,4.855,5191,999,0,21025,0,0,0,0
42.53333333,4,1,6,0,1,0,0,8,4,1,999,0,1,-3.4,92.431,-26.9,0.724,5017.5,999,0,21026,1,1,0,1
38,9,1,3,0,0,0,0,1,1,5,999,0,1,1.4,93.444,-36.1,4.965,5228.1,999,0,21027,0,0,0,0
33,7,2,3,0,0,0,1,6,1,14,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,21028,0,0,0,0
44,1,1,0,0,1,0,0,1,2,3,999,0,1,1.4,93.444,-36.1,4.963,5228.1,999,0,21029,0,0,0,0
41.64313277,6,1,2,0,1,0,0,0,0,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,999,1,21030,0,0,0,0
43.12828784,7,1,1,0,1,0,1,1,3,1,999,0,1,-2.9,92.201,-31.4,0.883,5076.2,999,0,21031,0,0,0,0
37,1,1,2,0,1,0,1,4,2,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,999,0,21032,0,0,0,0
31,1,1,0,0,1,0,0,3,2,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,21033,0,0,0,0
77,5,1,5,0,1,0,0,6,4,1,6,4,2,-1.8,93.876,-40,0.682,5008.7,0.2,4,21034,1,1,1,1
33,6,1,6,0,1,1,0,7,4,1,999,0,1,-0.1,93.2,-42,4.12,5195.8,999,0,21035,0,0,0,0
32,7,1,3,0,0,0,0,1,3,1,999,0,1,-2.9,92.201,-31.4,0.884,5076.2,999,0,21036,0,0,0,0
32,0,2,6,0,1,0,0,3,2,2,6,1,2,-1.7,94.215,-40.3,0.846,4991.6,0.2,1,21037,1,1,1,1
34,1,1,2,0,1,0,0,3,4,5,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,21038,0,0,0,0
48,1,1,0,0,1,0,0,3,4,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,21039,0,0,0,0
37,7,1,3,0,1,1,0,8,0,2,12,2,0,-1.1,94.601,-49.5,1.029,4963.6,0.4,4,21040,1,0,1,1
38.13128223,1,2,0,0,0,0,1,6,0,1,999,0,1,1.1,93.994,-36.4,4.855,5191,999,0,21041,0,0,0,0
43,10,1,0,0,0,0,1,6,4,4,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,21042,0,0,0,0
53,1,2,0,0,0,0,1,3,4,1,6,2,2,-1.7,94.215,-40.3,0.84,4991.6,0.2,2,21043,1,1,1,1
32.754976,0,2,6,0,1,1,1,7,0,1,999,0,1,-0.1,93.2,-42,4.021,5195.8,999,0,21044,0,0,0,0
32,0,2,6,0,0,0,0,3,3,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,21045,0,0,0,0
34.41183648,9,2,6,0,1,0,0,1,3,4,999,0,1,1.4,93.444,-36.1,4.963,5228.1,999,0,21046,0,0,0,0
41.3714586,4,1,1,0,0,1,1,4,1,1,999,0,1,1.4,94.465,-41.8,4.96,5228.1,999,0,21047,0,0,0,0
40,1,1,2,0,1,0,1,7,4,5,999,1,0,-0.1,93.2,-42,4.12,5195.8,999,1,21048,0,0,0,0
35,9,2,6,0,1,0,0,1,4,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,999,0,21049,0,0,0,0
64,5,1,5,0,0,0,0,4,3,1,999,3,0,-1.7,94.055,-39.8,0.761,4991.6,999,18,21050,0,0,0,0
34,9,2,6,0,1,1,0,1,4,3,999,0,1,1.4,93.444,-36.1,4.967,5228.1,999,0,21051,0,0,0,0
33.98356281,6,2,5,0,1,0,0,3,3,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,21052,0,0,0,0
54,3,1,6,0,1,0,0,0,2,1,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,999,0,21053,0,0,0,0
37.52714286,7,1,3,0,0,0,0,6,4,1,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,999,0,21054,0,0,0,0
27.5,7,2,3,0,0,0,0,8,1,1,999,2,0,-1.1,94.601,-49.5,0.977,4963.6,999,4,21055,0,0,0,0
38,6,2,6,0,0,0,1,6,1,2,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,21056,0,0,0,0
46.57565686,0,1,6,0,0,0,0,3,1,12,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,21057,0,0,0,0
42.39180898,4,1,6,0,1,0,0,1,4,7,999,0,1,1.4,93.444,-36.1,4.964,5228.1,999,0,21058,0,0,0,0
30.7443038,8,2,2,0,0,0,0,9,2,1,999,1,0,-3.4,92.379,-29.8,0.809,5017.5,999,3,21059,0,0,0,0
41.36436207,3,1,1,0,0,0,1,6,2,1,999,0,1,1.1,93.994,-36.4,4.855,5191,999,0,21060,0,0,0,0
53,6,1,6,0,1,0,0,7,0,4,999,0,1,-0.1,93.2,-42,4.021,5195.8,999,0,21061,0,0,0,0
43,9,2,5,0,1,0,1,6,1,2,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,21062,0,0,0,0
42,2,1,1,0,1,1,0,6,0,3,999,1,0,-1.8,92.893,-46.2,1.313,5099.1,999,2,21063,0,0,0,0
26,7,0,5,0,0,0,1,6,1,1,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,21064,0,0,0,0
30,1,1,2,0,1,0,0,3,1,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,21065,0,0,0,0
39.93022064,1,1,2,0,0,1,1,6,0,8,999,0,1,1.1,93.994,-36.4,4.864,5191,999,0,21066,0,0,0,0
46,7,1,3,0,0,1,0,3,1,4,999,0,1,1.4,93.918,-42.7,4.96,5228.1,999,0,21067,0,0,0,0
54,5,0,6,0,1,0,0,6,0,1,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,999,0,21068,0,0,0,0
27,7,2,5,0,0,0,1,3,4,8,999,0,1,1.4,93.918,-42.7,4.957,5228.1,999,0,21069,0,0,0,0
29,7,2,3,0,1,0,0,0,2,2,999,0,1,-1.8,93.749,-34.6,0.659,5008.7,999,0,21070,0,1,1,1
36.20972082,10,2,6,0,1,1,1,6,2,1,999,0,1,1.1,93.994,-36.4,4.86,5191,999,0,21071,0,0,0,0
28,9,0,6,0,0,0,1,6,0,2,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,21072,0,0,0,0
30,6,1,2,0,0,0,0,1,0,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,999,0,21073,0,0,0,0
29,7,2,1,0,1,0,1,6,1,1,999,0,1,1.1,93.994,-36.4,4.858,5191,999,0,21074,0,0,0,0
48,9,1,3,0,1,1,0,1,0,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,999,0,21075,0,0,0,0
27,1,2,2,0,1,0,0,3,2,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,999,0,21076,0,0,0,0
58,4,1,2,0,0,0,1,6,0,1,999,0,1,1.1,93.994,-36.4,4.859,5191,999,0,21077,0,0,0,0
49,9,1,5,0,0,0,1,6,2,2,999,0,1,1.1,93.994,-36.4,4.86,5191,999,0,21078,0,0,0,0
38.65618404,4,1,6,0,1,0,0,6,4,2,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,999,0,21079,0,0,0,0
39,7,1,3,0,0,0,1,6,3,1,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,21080,0,0,0,0
30,0,1,6,0,1,0,0,3,0,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,21081,0,0,0,0
30,0,1,6,0,1,0,0,0,3,1,999,0,1,-1.8,93.075,-47.1,1.423,5099.1,999,0,21082,0,1,0,0
36.04058833,1,1,2,0,0,0,0,6,1,2,999,0,1,-1.8,92.893,-46.2,1.299,5099.1,999,0,21083,0,0,0,0
43,1,1,2,0,1,1,0,3,3,2,999,0,1,1.4,93.918,-42.7,4.961,5228.1,999,0,21084,0,0,0,0
35,2,1,6,0,0,0,0,6,4,1,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,999,0,21085,0,0,0,0
33,0,2,6,0,0,0,0,4,0,2,999,0,1,-2.9,92.963,-40.8,1.268,5076.2,999,0,21086,0,1,0,0
57,1,1,0,0,0,0,0,1,0,3,999,0,1,1.4,93.444,-36.1,4.964,5228.1,999,0,21087,0,0,0,0
26,7,2,3,0,0,0,0,3,1,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,999,0,21088,0,0,0,0
44,9,1,5,0,1,0,0,1,1,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,999,0,21089,0,0,0,0
78,5,1,0,0,0,1,0,1,4,1,999,0,1,-2.9,92.201,-31.4,0.834,5076.2,999,0,21090,0,0,0,0
48,4,1,6,0,0,0,0,1,2,3,999,0,1,1.4,93.444,-36.1,4.963,5228.1,999,0,21091,0,0,0,0
34,9,2,5,0,1,0,0,1,1,1,999,0,1,1.4,93.444,-36.1,4.97,5228.1,999,0,21092,0,0,0,0
54,9,1,5,0,1,0,1,9,1,1,999,0,1,-3.4,92.379,-29.8,0.797,5017.5,999,0,21093,0,0,0,0
44,1,1,0,0,0,1,0,1,1,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,999,0,21094,0,0,0,0
52,3,0,5,0,1,0,1,6,4,4,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,21095,0,0,0,0
39,1,0,1,0,1,1,1,6,4,1,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,21096,0,0,0,0
38,7,1,3,0,1,1,1,6,1,1,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,21097,0,0,0,0
40.02188879,7,1,3,0,0,1,1,6,3,1,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,21098,0,0,0,0
64,0,1,6,0,1,0,0,8,0,1,999,1,0,-3.4,92.431,-26.9,0.73,5017.5,999,4,21099,0,1,0,0
47.39038379,10,1,0,0,1,0,1,6,3,1,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,21100,0,0,0,0
25,1,2,1,0,1,0,1,6,4,1,999,0,1,1.1,93.994,-36.4,4.859,5191,999,0,21101,0,0,0,0
59,5,0,6,0,0,0,0,3,4,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,21102,0,0,0,0
43.52298095,6,1,6,0,0,0,0,1,2,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,999,0,21103,0,0,0,0
38,0,2,6,0,1,0,0,1,0,1,999,0,1,-2.9,92.201,-31.4,0.881,5076.2,999,0,21104,0,0,0,0
33.65547202,0,2,6,0,1,0,0,1,3,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,999,0,21105,0,0,0,0
37,7,1,1,0,0,0,1,6,4,8,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,21106,0,0,0,0
34,9,1,3,0,0,0,0,1,3,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,999,0,21107,0,0,0,0
58,0,1,6,0,0,0,0,3,1,6,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,21108,0,0,0,0
32,9,2,6,0,1,0,0,0,3,3,999,0,1,-1.8,93.075,-47.1,1.453,5099.1,999,0,21109,0,0,0,0
50,2,1,2,0,0,0,1,6,2,6,999,0,1,1.1,93.994,-36.4,4.86,5191,999,0,21110,0,0,0,0
57,4,1,6,0,0,0,0,3,4,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,21111,0,0,0,0
27,0,1,3,0,1,0,0,6,4,3,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,999,0,21112,0,0,0,0
44,1,1,2,0,0,0,1,6,1,1,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,21113,0,0,0,0
38,0,1,6,0,1,0,1,6,2,1,999,0,1,1.1,93.994,-36.4,4.86,5191,999,0,21114,0,0,0,0
40.17983951,0,1,2,0,0,0,0,3,1,2,999,0,1,1.4,93.918,-42.7,4.96,5228.1,999,0,21115,0,0,0,0
36,1,1,2,0,0,1,1,4,4,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,999,0,21116,0,0,0,0
41,1,1,5,0,0,0,0,0,0,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,999,0,21117,0,0,0,0
35.43035714,0,1,3,0,1,0,0,6,1,7,999,0,1,-1.8,92.893,-46.2,1.299,5099.1,999,0,21118,0,0,0,0
48,7,1,3,0,0,0,1,6,3,1,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,21119,0,0,0,0
43.09102142,0,1,6,0,1,0,0,1,4,11,999,0,1,1.4,93.444,-36.1,4.964,5228.1,999,0,21120,0,0,0,0
32,7,1,3,0,0,0,0,3,3,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,21121,0,0,0,0
42,1,1,1,0,1,0,1,4,4,2,999,0,1,1.4,94.465,-41.8,4.959,5228.1,999,0,21122,0,0,0,0
33,0,1,6,0,1,0,0,6,2,1,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,999,0,21123,0,0,0,0
29,9,1,6,0,0,0,0,1,4,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,999,0,21124,0,0,0,0
25,7,1,3,0,1,0,1,6,4,2,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,21125,0,0,0,0
25,0,2,6,0,1,0,0,1,1,1,6,1,2,-2.9,92.201,-31.4,0.861,5076.2,0.2,3,21126,1,1,1,1
25,1,1,2,0,1,0,0,3,4,5,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,21127,0,0,0,0
