custAge,profession,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail
46,technician,married,professional.course,no,no,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0
37,services,single,high.school,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0
30,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0
40,management,married,university.degree,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0
49,blue-collar,married,basic.6y,no,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0
33,blue-collar,married,basic.4y,no,yes,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0
45,blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0
38,blue-collar,single,basic.9y,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0
53,admin.,married,university.degree,no,no,no,cellular,aug,wed,5,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999,0
42.36250191,technician,married,basic.9y,no,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0
52,blue-collar,single,basic.9y,no,yes,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0
41.1985703,management,married,university.degree,no,yes,yes,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0
34,admin.,married,university.degree,no,no,no,telephone,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0
37.96015993,technician,single,basic.9y,no,yes,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0
42,technician,married,professional.course,no,yes,no,cellular,jul,thu,10,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999,0
56,admin.,married,basic.9y,no,yes,no,cellular,oct,tue,2,999,1,failure,-3.4,92.431,-26.9,0.742,5017.5,999,1
35,admin.,married,university.degree,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0
33,unemployed,divorced,university.degree,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0
39.82142857,admin.,married,high.school,no,no,no,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.741,5017.5,999,0
45,admin.,divorced,university.degree,no,no,yes,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0
55,technician,married,professional.course,no,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0
40.2492759,technician,married,university.degree,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0
33,services,divorced,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,999,0
43.23445793,blue-collar,married,basic.4y,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0
49.11171008,housemaid,married,basic.4y,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0
48.69166667,admin.,divorced,high.school,no,yes,no,telephone,jul,mon,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0
39,unemployed,married,university.degree,no,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0
27,housemaid,single,basic.9y,no,yes,no,cellular,may,tue,9,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0
31,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,10,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0
43,entrepreneur,married,basic.4y,no,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0
48,services,married,basic.4y,no,no,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0
29,self-employed,married,professional.course,no,no,no,telephone,jun,mon,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0
43,admin.,divorced,university.degree,no,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0
55,housemaid,married,basic.4y,no,yes,no,telephone,jun,thu,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0
24,admin.,single,university.degree,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0
38.28123048,technician,single,university.degree,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0
34,entrepreneur,married,basic.4y,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0
40,admin.,married,high.school,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999,0
39,services,married,high.school,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0
47,services,married,high.school,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,999,0
27,admin.,single,university.degree,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0
39.50610274,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0
34.54451923,technician,married,university.degree,no,no,no,cellular,may,fri,7,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,999,0
30.75025711,student,single,high.school,no,no,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0
38.15890909,management,divorced,high.school,no,yes,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,999,3
33.25495262,blue-collar,single,basic.9y,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0
29,management,single,university.degree,no,no,no,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,999,2
55,technician,single,professional.course,no,yes,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0
48,admin.,divorced,high.school,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0
43,blue-collar,married,basic.9y,no,no,yes,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999,0
41,technician,married,professional.course,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,999,0
29,admin.,married,university.degree,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0
30,blue-collar,single,high.school,no,yes,no,cellular,jul,wed,7,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0
33,admin.,married,university.degree,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0
27,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0
35,admin.,married,university.degree,no,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0
40,technician,married,university.degree,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0
43,blue-collar,married,basic.6y,no,yes,yes,cellular,may,wed,6,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,999,4
53,technician,single,professional.course,no,yes,no,cellular,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0
57,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0
34.25701754,technician,single,high.school,no,yes,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,999,2
32.29345145,self-employed,single,university.degree,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0
30.8926613,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999,0
34,technician,divorced,professional.course,no,yes,no,cellular,jul,thu,13,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999,0
43,services,divorced,professional.course,no,no,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,999,0
49,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,2,999,2,failure,-1.8,92.893,-46.2,1.291,5099.1,999,6
47,technician,divorced,professional.course,no,yes,yes,cellular,aug,wed,9,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0
21,blue-collar,single,basic.9y,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999,0
33,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0
50,blue-collar,married,basic.6y,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0
33,blue-collar,married,basic.4y,no,yes,no,telephone,jun,fri,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0
47,blue-collar,married,basic.9y,no,no,yes,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,999,0
27.89388635,admin.,single,high.school,no,yes,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0
55,admin.,divorced,university.degree,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0
28,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0
34,admin.,married,university.degree,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0
27,self-employed,single,university.degree,no,no,no,cellular,mar,fri,1,999,0,nonexistent,-1.8,93.369,-34.8,0.636,5008.7,999,0
53,blue-collar,married,basic.4y,no,no,yes,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0
32.75701754,services,single,basic.9y,no,yes,yes,cellular,may,fri,2,999,2,failure,-1.8,92.893,-46.2,1.25,5099.1,999,4
42,unemployed,married,basic.9y,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0
48,admin.,married,high.school,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0
35,technician,single,professional.course,no,no,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999,0
33.525,technician,single,professional.course,no,yes,no,cellular,nov,thu,5,9,2,failure,-3.4,92.649,-30.1,0.714,5017.5,0.3,12
36,technician,married,high.school,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0
31,admin.,single,university.degree,no,yes,yes,cellular,sep,tue,1,999,0,nonexistent,-1.1,94.199,-37.5,0.877,4963.6,999,0
36,self-employed,single,basic.9y,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0
36,blue-collar,single,basic.6y,no,yes,no,telephone,jun,fri,8,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,999,0
42.67554229,blue-collar,married,basic.4y,no,no,yes,cellular,may,mon,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,999,1
57,admin.,single,high.school,no,no,no,cellular,jul,fri,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0
26,admin.,single,high.school,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0
54,technician,married,university.degree,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0
29,services,single,high.school,no,no,no,cellular,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,999,1
38.45890602,blue-collar,married,basic.6y,no,yes,no,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,999,0
38,blue-collar,married,basic.9y,no,yes,yes,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0
50,self-employed,married,basic.4y,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,999,0
40,entrepreneur,married,university.degree,no,no,no,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999,0
46.24351783,admin.,married,high.school,no,yes,no,telephone,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0
41.87672603,self-employed,married,basic.9y,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0
31,services,married,high.school,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0
48,admin.,married,university.degree,no,no,yes,cellular,aug,mon,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0
38,technician,married,professional.course,no,no,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0
34,admin.,single,high.school,no,no,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0
38.56666667,entrepreneur,single,high.school,no,yes,no,telephone,oct,thu,4,999,1,failure,-3.4,92.431,-26.9,0.722,5017.5,999,4
55.93718016,retired,married,basic.4y,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,999,0
46.18714286,housemaid,married,basic.4y,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0
31,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0
40,blue-collar,married,basic.6y,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0
43,services,married,high.school,no,yes,yes,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0
48,management,married,university.degree,no,yes,no,cellular,oct,wed,1,999,1,failure,-3.4,92.431,-26.9,0.74,5017.5,999,1
27,admin.,single,university.degree,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999,0
45.7052381,blue-collar,divorced,basic.6y,no,yes,no,cellular,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0
26,admin.,single,basic.9y,no,yes,no,cellular,may,thu,3,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,999,2
55.23021864,retired,married,basic.4y,no,no,yes,cellular,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0
29,technician,married,professional.course,no,no,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0
40.75180341,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,999,2
32,technician,single,university.degree,no,no,no,cellular,aug,tue,12,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0
31,blue-collar,single,basic.6y,no,yes,no,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0
41.5625641,admin.,married,university.degree,no,yes,no,cellular,nov,fri,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,999,2
36,technician,married,professional.course,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0
36.41036925,blue-collar,married,basic.9y,no,yes,no,cellular,nov,tue,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8,999,0
49.53236829,blue-collar,married,basic.4y,no,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0
32,services,single,high.school,no,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0
29,housemaid,single,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0
45,blue-collar,married,basic.9y,no,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999,0
28,self-employed,single,university.degree,no,yes,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,999,0
53,management,married,university.degree,no,yes,yes,telephone,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0
29,admin.,single,high.school,no,yes,no,cellular,may,tue,5,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0
57,blue-collar,married,basic.4y,no,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0
35,admin.,divorced,university.degree,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0
35,admin.,married,university.degree,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999,0
31,technician,married,professional.course,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0
26.9,services,single,high.school,no,no,no,cellular,jul,fri,5,6,2,success,-1.7,94.215,-40.3,0.896,4991.6,0.2,4
49,management,married,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999,0
44,blue-collar,married,professional.course,no,yes,yes,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,999,3
43,management,married,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,999,0
30,services,married,high.school,no,yes,no,telephone,jun,tue,5,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,999,0
26,technician,single,high.school,no,yes,no,cellular,sep,fri,1,3,3,success,-1.1,94.199,-37.5,0.879,4963.6,0.1,12
42.38930139,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0
39,self-employed,married,high.school,no,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0
44.0120379,admin.,divorced,high.school,no,no,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0
37,technician,single,professional.course,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0
30,technician,single,professional.course,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999,0
20,student,single,high.school,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999,0
43.03787629,management,married,university.degree,no,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0
33,services,married,high.school,no,no,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0
54,services,single,basic.9y,no,no,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0
46,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0
46,management,married,basic.6y,no,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0
30,technician,single,university.degree,no,yes,yes,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0
47,management,divorced,university.degree,no,no,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0
33,self-employed,married,basic.4y,no,no,no,cellular,aug,wed,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0
23,admin.,single,high.school,no,no,yes,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0
34,technician,married,university.degree,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0
35,blue-collar,married,basic.9y,no,no,no,cellular,apr,tue,1,999,1,failure,-1.8,93.075,-47.1,1.453,5099.1,999,0
43,admin.,married,high.school,no,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0
36,technician,married,professional.course,no,no,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0
44,management,married,high.school,no,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0
36,blue-collar,single,basic.6y,no,no,no,cellular,nov,thu,7,999,1,failure,-0.1,93.2,-42,4.076,5195.8,999,2
54,management,divorced,university.degree,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0
46,management,married,university.degree,no,yes,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0
37.02276379,services,single,high.school,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0
29,blue-collar,single,high.school,no,no,yes,cellular,mar,tue,2,999,1,failure,-1.8,93.369,-34.8,0.652,5008.7,999,3
38,services,married,high.school,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0
58,admin.,divorced,university.degree,no,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0
51,self-employed,single,university.degree,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0
45,admin.,married,basic.9y,no,yes,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0
51,admin.,married,high.school,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0
30,admin.,divorced,university.degree,no,yes,yes,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0
40,blue-collar,married,basic.9y,no,yes,no,telephone,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0
39,blue-collar,married,basic.6y,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0
59,retired,married,high.school,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0
41,admin.,divorced,high.school,no,no,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0
58,admin.,married,university.degree,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999,0
29,technician,single,professional.course,no,no,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999,0
29,technician,single,professional.course,no,yes,no,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999,0
27.4,technician,single,university.degree,no,yes,no,cellular,aug,tue,2,999,4,failure,-1.7,94.027,-38.3,0.899,4991.6,999,4
46.03932367,management,married,high.school,no,yes,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0
33,technician,single,professional.course,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0
46,management,married,basic.9y,no,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0
43,entrepreneur,married,university.degree,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0
33,admin.,single,university.degree,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0
42,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0
58,admin.,divorced,university.degree,no,no,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0
54,technician,married,professional.course,no,no,no,cellular,sep,mon,1,999,0,nonexistent,-3.4,92.379,-29.8,0.797,5017.5,999,0
59,admin.,divorced,high.school,no,yes,no,cellular,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0
34,technician,single,professional.course,no,yes,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0
39.11687454,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999,0
46,blue-collar,married,basic.4y,no,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0
40.755381,blue-collar,married,basic.4y,no,no,yes,cellular,may,thu,2,11,1,success,-1.8,92.893,-46.2,1.266,5099.1,0.366666667,1
38.83888889,admin.,single,university.degree,no,no,no,cellular,oct,fri,1,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,999,0
53,blue-collar,married,basic.4y,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0
49,admin.,married,university.degree,no,yes,no,cellular,aug,tue,2,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,999,0
41,admin.,married,university.degree,no,no,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0
25,technician,single,university.degree,no,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0
48,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0
32,technician,married,high.school,no,yes,no,cellular,jun,wed,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,999,3
46,unemployed,divorced,basic.9y,no,no,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999,0
47,admin.,married,high.school,no,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0
53.57780101,retired,married,professional.course,no,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0
24,management,single,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,999,0
28,admin.,single,high.school,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0
34,admin.,single,university.degree,no,no,no,cellular,mar,thu,2,999,0,nonexistent,-1.8,92.843,-50,1.614,5099.1,999,0
71,admin.,married,basic.4y,no,yes,yes,cellular,may,fri,4,3,2,success,-1.8,93.876,-40,0.684,5008.7,0.1,4
34.41610368,admin.,single,university.degree,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999,0
